"updated_publication","publication","doi","updated_DOI","DOI","ID_PUB"
NA,"Tamalavage, A.E., P.J. van Hengstum, P. Louchouarn, S. Molodtsov, K. Kaiser, J.P. Donnelly, N.A. Albury, and P.L. Fall. 2018. Organic matter sources and lateral sedimentation in a Bahamian karst basin (sinkhole) over the late Holocene: Influence of local vegetation and climate. Palaeogeography, Palaeoclimatology, Palaeoecology 506:70-83. [DOI: 10.1016/j.palaeo.2018.06.014];
van Hengstum, P.J., J.P. Donnelly, P.L. Fall, M.R. Toomey, N.A. Albury, and B. Kakuk. 2016. The intertropical convergence zone modulates intense hurricane strikes on the western North Atlantic margin. Scientific Reports 6:21728. [DOI: 10.1038/srep21728]","10.1016/j.palaeo.2018.06.014];;
10.1038/srep21728",NA,"10.1016/j.palaeo.2018.06.014;
10.1038/srep21728",561
NA,"Tedford, R.A. 2009. A multi-proxy approach to investigating the latest Holocene (4,500 yrs BP) vegetational history of Catahoula Lake, Louisiana. Doctoral dissertation. Louisiana State University, Baton Rouge, Louisiana, USA.",NA,NA,"",562
NA,"Teed, R.E., C.E. Umbanhowar, and P. Camill. 2009. Multiproxy lake sediment records at the northern and southern boundaries of the Aspen Parkland region of Manitoba, Canada. The Holocene 19(6):937-948. [DOI: 10.1177/0959683609336569]","10.1177/0959683609336569",NA,"10.1177/0959683609336569",563
NA,"Terasmae, J. 1976. In search of a palynological tundra. Geoscience and Man 15(1):77-82. [DOI: 10.1080/00721395.1976.9989774]","10.1080/00721395.1976.9989774",NA,"10.1080/00721395.1976.9989774",564
NA,"Terasmae, J., and R.J. Mott. 1964. Pollen deposition in lakes and bogs near Ottawa, Canada. Canadian Journal of Botany 42(10):1355-1363. [DOI: 10.1139/b64-131]","10.1139/b64-131",NA,"10.1139/b64-131",565
NA,"Terasmae, J., and R.J. Mott. 1965. Modern pollen deposition in the Nichicun Lake area, Quebec. Canadian Journal of Botany 43(3):393-404. [DOI: 10.1139/b65-042]","10.1139/b65-042",NA,"10.1139/b65-042",566
NA,"Turton, C.L., and J.H. McAndrews. 2002.",NA,NA,"",567
NA,"Turton, C.L., and J.H. McAndrews. 2002. Wetland history along the Niagara Escarpment: two swamps near Crawford Lake. Leading Edge 2001 Conference: Focus on the Biosphere.",NA,NA,"",568
NA,"Umbanhowar, C.E., Jr. 2004. Interaction of fire, climate and vegetation change at a large landscape scale in the Big Woods of Minnesota, USA. The Holocene 14(5):661-676. [DOI: 10.1191/0959683604hl745rp]","10.1191/0959683604hl745rp",NA,"10.1191/0959683604hl745rp",569
NA,"Van Zant, K.L. 1979. Late glacial and postglacial pollen and plant macrofossils from Lake West Okoboji, northwestern Iowa. Quaternary Research 12(3):358-380. [DOI: 10.1016/0033-5894(79)90034-6]","10.1016/0033-5894(79)90034-6",NA,"10.1016/0033-5894(79)90034-6",570
NA,"Vance, R.E. 1986. Pollen stratigraphy of Eaglenest Lake, northeastern Alberta. Canadian Journal of Earth Sciences 23:11-20.",NA,NA,"",571
NA,"Vance, R.E., W.M. Last, and A.J. Smith. 1997. Hydrologic and climatic implications of a multidisciplinary study of late Holocene sediment from Kenosee Lake, southeastern Saskatchewan, Canada. Journal of Paleolimnology 18(4):365-393. [DOI: 10.1023/A:1007948909342];
Porter, S.C., and M.A. Sauchyn. 1992. Moose Mountain Palynology Study: Final Report. Unpublished. Prepared for Terrestrial and Aquatic Environmental Managers Ltd. Melville, Saskatchewan, Canada.","10.1023/A:1007948909342];",NA,"10.1023/A:1007948909342",572
NA,"Vardy, S.R. 1991. The deglaciation and early postglacial environmental history of southcentral Newfoundland: evidence from the palynostratigraphy and geochemical stratigraphy of lake sediments. Master's thesis. Memorial University of Newfoundland, St. John's, Newfounland and Labrador, Canada.",NA,NA,"",573
NA,"Vierling, L.A. 1998. Palynological evidence for late- and postglacial environmental change in Central Colorado. Quaternary Research 49:222-232.",NA,NA,"",574
NA,"Waddington, J.C.B. 1978. Vegetational changes associated with settlement and land-clearance in Minnesota over the last 125 years: a comparison of historical and sedimentary records. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",NA,NA,"",575
NA,"Wahl, E.R. 2002. Paleoecology and testing of paleoclimate hypotheses in southern California during the Holocene. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",NA,NA,"",576
NA,"Wahl, E.R. 2002. Paleoecology and testing of paleoclimate hypotheses in southern California during the Holocene. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.;
Wahl, E.R. 2003. surface samples for paleoenvironmental reconstruction from the Coast and Transverse Ranges of southern California. Madroño 50(4):286-299.;
Wahl, E.R. 2004. A general framework for determining cutoff values to select pollen analogs with dissimilarity metrics in the modern analog technique. Review of Palaeobotany and Palynology 128(3-4):263-280. [DOI: 10.1016/S0034-6667(03)00137-4]","10.1016/S0034-6667(03)00137-4",NA,"10.1016/S0034-6667(03)00137-4",577
NA,"Wang, Y., J.L. Gill, J. Marsicek, A. Dierking, B. Shuman, and J.W. Williams. 2016. Pronounced variations in Fagus grandifolia abundances in the Great Lakes region during the Holocene. The Holocene 26(4):578-591. [DOI: 10.1177/0959683615612586]","10.1177/0959683615612586",NA,"10.1177/0959683615612586",578
NA,"Warner, B.G., K. Tolonen, and M. Tolonen. 1991. A postglacial history of vegetation and bog formation at Point Escuminac, New Brunswick. Canadian Journal of Earth Sciences 28:1572-1582.",NA,NA,"",579
NA,"Warwick, W.F. 1980. Palaeolimnology of the Bay of Quinte, Lake Ontario: 2800 years of cultural influence. Canadian Bulletin of Fisheries and Aquatic Sciences 206:1-117.",NA,NA,"",580
NA,"Watson, B.I., J.W. Williams, J.M. Russell, S.T. Jackson, L. Shane, and T.V. Lowell. 2018. Temperature variations in the southern Great Lakes during the last deglaciation: Comparison between pollen and GDGT proxies. Quaternary Science Reviews 182:78-92.",NA,NA,"",581
NA,"Watts, W.A. 1969. A pollen diagram from Mud Lake, Marion County, north-central Florida. Geological Society of America Bulletin 80(4):631-642. [DOI: 10.1130/0016-7606(1969)80[631:APDFML]2.0.CO;2]","10.1130/0016-7606(1969)80[631:APDFML]2.0.CO;2",NA,"10.1130/0016-7606(1969)80[631:APDFML]2.0.CO;2",582
NA,"Watts, W.A. 1971. Postglacial and interglacial vegetation history of southern Georgia and central Florida. Ecology 52(4):676-690. [DOI: 10.2307/1934159]","10.2307/1934159",NA,"10.2307/1934159",583
NA,"Watts, W.A. 1975. A late Quaternary record of vegetation from Lake Annie, south-central Florida. Geology 3(6):344-346. [DOI: 10.1130/0091-7613(1975)3<344:ALQROV>2.0.CO;2]","10.1130/0091-7613(1975)3<344:ALQROV>2.0.CO;2",NA,"10.1130/0091-7613(1975)3<344:ALQROV>2.0.CO;2",584
NA,"Watts, W.A. 1975. Vegetation record for the last 20,000 years from a small marsh on Lookout Mountain, northwestern Georgia. Geological Society of America Bulletin 86(3):287-291. [DOI: 10.1130/0016-7606(1975)86<287:VRFTLY>2.0.CO;2]","10.1130/0016-7606(1975)86<287:VRFTLY>2.0.CO;2",NA,"10.1130/0016-7606(1975)86<287:VRFTLY>2.0.CO;2",585
NA,"Watts, W.A. 1979. Late Quaternary vegetation of central Appalachia and the New Jersey coastal plain. Ecological Monographs 49:427-469.",NA,NA,"",586
NA,"Watts, W.A. 1980. Late-Quaternary vegetation history at White Pond on the inner coastal plain of South Carolina. Quaternary Research 13:187-199.",NA,NA,"",587
NA,"Watts, W.A., and B.C.S. Hansen. 1986. Holocene climate and vegetation of Bermuda. Pollen et Spores 28:355-364.",NA,NA,"",588
NA,"Watts, W.A., B.C.S. Hansen, and E.C. Grimm. 1992. Camel Lake: A 40,000-yr record of vegetational and forest history from northwest Florida. Ecology 73:1056-1066.",NA,NA,"",589
NA,"Webb, S.L. 1983. The Holocene extension of the range of American Beech (Fagus grandifolia) into Wisconsin: paleoecological evidence for long-distance seed dispersal. Dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",NA,NA,"",590
NA,"Webb, T., III. 1970. The late- and post-glacial sequence of climatic events in Wisconsin and east-central Minnesota: quantitative estimates derived from fossil pollen spectra by multivariate statistical analysis. Dissertation. University of Wisconsin, Madison, Wisconsin, USA.",NA,NA,"",591
NA,"Weng, C., and S.T. Jackson. 1999. Late glacial and Holocene vegetation hisotry and paleoclimate of the Kaibab Plateau, Arizona. Palaeogeography, Palaeoclimatology, Palaeoecology 153(1-4):179-201. [DOI: 10.1016/S0031-0182(99)00070-X]","10.1016/S0031-0182(99)00070-X",NA,"10.1016/S0031-0182(99)00070-X",592
NA,"Weninger, J.M., and J.H. McAndrews. 1989. Late Holocene aggradation in the lower Humber River valley, Toronto, Ontario. Canadian Journal of Earth Sciences 26:1842-1849.",NA,NA,"",593
NA,"West, G.J. 1982. Pollen analysis of sediments from Tule Lake : A record of Holocene vegetation/climatic changes in the Mendocino National Forest.Proceedings of the Symposium of Climate and Archeology of California's Coast and Desert. San Diego, California, USA.;
West, G.J. 1993. The late Pleistocene-Holocene pollen record and prehistory of California's North Coast Ranges. Pages 219 -235 in G. White, P. Mikkelsen, W.R. Hildebrandt, and M.E. Basgall, editors. There Grows a Green Tree: Papers in Honor of David A Fredrickson. Center for Archaeological Research, Davis, California, USA.",NA,NA,"",594
NA,"West, G.J. 1989. Holocene fossil pollen records of Douglas Fir in northwestern California: Reconstruction of past climate.J.L. Betancourt and A.M. MacKay, editors. Sixth Annual Pacific Climate (PACLIM) Workshop. California Department of Water Resources.;
West, G.J. 1991. Pollen analysis of cultural and non- cultural deposits in the Warm Springs Dam-Lake Sonoma area, California. Pages 301-313 in M.E. Basgall and P.D. Bouey, editors. The Prehistory of North-Central Sonoma County: Archaeology of the Warm Springs Dam-Lake Sonoma Locality. U.S. Army Corps of Engineers, Sacramento, California, USA.",NA,NA,"",595
NA,"West, G.J. 2003. A late Pleistocene-Holocene pollen record of vegetation change from Little Willow Lake, Lassen Volcanic National Park, California. Pages 65-80 in Pacific Climate Conference Procedings.",NA,NA,"",596
NA,"West, G.J. 2008. Late Holocene successional change in a coast Redwood forest, Sonoma County, California: A record of fire and logging.G. Waugh and M.E. Basgall, editors. Monographs in California and Great Basin Anthropology. Volume 5. Avocados to Millingstones: Papers in Honor of D.L. True. California State University, Sacramento, Sacramento, California, USA.",NA,NA,"",597
NA,"West, G.J., and K.R. McGuire. 2000. 9,500 years of burning recorded in a high desert marsh. Proceedings of the Springfed Wetlands: Immportant Scientific and Cultural Resources of the Intermountain Region.",NA,NA,"",598
NA,"West, R.G. 1961. Late and postglacial vegetational history in Wisconsin, particularly changes associated with the Valders readvance. American Journal of Science 259:766-783.",NA,NA,"",599
NA,"White, A.L. 2014. Postglacial vegetation change in the interior temperate rainforest of British Columbia. Master's thesis. University of Oregon, Eugene, OR, USA.",NA,NA,"",600
NA,"White, J.M., and R.W. Mathewes. 1982. Holocene vegetation and climatic change in the Peace River district, Canada. Canadian Journal of Earth Sciences 19:555-570.",NA,NA,"",601
NA,"White, J.M., and R.W. Mathewes. 1986. Postglacial vegetation and climatic change in the upper Peace River district, Alberta. Canadian Journal of Botany 64:2305-2318.;
White, J.M., R.W. Mathewes, and W.H. Mathews. 1979. Radiocarbon dates from Boone Lake and their relation to the 'ice-free corridor' in the Peace River district of Alberta, Canada. Canadian Journal of Earth Sciences 16:1870-1874.;
White, J.M., R.W. Mathewes, and W.H. Mathews. 1985. Late Pleistocene chronology and environment of the ""ice-free corridor"" of northwestern Alberta. Quaternary Research 24:173-186.",NA,NA,"",602
NA,"White, J.M., and R.W. Mathewes. 1986. Postglacial vegetation and climatic change in the upper Peace River district, Alberta. Canadian Journal of Botany 64:2305-2318.;
White, J.M., R.W. Mathewes, and W.H. Mathews. 1985. Late Pleistocene chronology and environment of the ""ice-free corridor"" of northwestern Alberta. Quaternary Research 24:173-186.",NA,NA,"",603
NA,"Whitehead, D.R. 1972. Developmental and environmental history of the Dismal Swamp. Ecological Monographs 42(3):301-315. [DOI: 10.2307/1942212]","10.2307/1942212",NA,"10.2307/1942212",604
NA,"Whitehead, D.R. 1981. Late-Pleistocene vegetational changes in northeastern North Carolina. Ecological Monographs 51(4):451-471. [DOI: 10.2307/2937324]","10.2307/2937324",NA,"10.2307/2937324",605
NA,"Whitehead, D.R., and S.T. Jackson. 1990. The regional vegetational history of the High Peaks (Adirondack Mountains), New York. Bulletin No. 478, New York State Museum, Albany, New York, USA..",NA,NA,"",606
NA,"Whitlock, C. 1993. Postglacial vegetation and climate of Grand Teton and southern Yellowstone National Parks. Ecological Monographs 63:173-198.;
Whitlock, C., and P.J. Bartlein. 1993. Spatial variations of Holocene climatic change in the Yellowstone region. Quaternary Research 39:231-238.",NA,NA,"",607
NA,"Whitlock, C., and P.J. Bartlein. 1993. Spatial variations of Holocene climatic change in the Yellowstone region. Quaternary Research 39:231-238.",NA,NA,"",608
NA,"Whittmire, C.M. 2001. Vegetative and fire history of the area surrounding Keyhole Pond, Yukon Territory. Master's thesis. University of Regina, Regina, Saskatchewan, Canada.",NA,NA,"",609
NA,"Wilkins, G.R. 1985. Late-quaternary vegetational history at Jackson Pond, Larue County, Kentucky. Thesis. The University of Tennessee, Knoxville, Tennessee, USA.;
Wilkins, G.R., P.A. Delcourt, H.R. Delcourt, F.W. Harrison, and M.R. Turner. 1991. Paleoecology of central Kentucky since the last glacial maximum. Quaternary Research 36:224-239.",NA,NA,"",610
NA,"Willard, D.A. 1997. Pollen census data from Southern Florida: sites along a nutrient gradient in Water Conservation Area 2A. U.S. Geological Survey Open-File Report 97-497.;
Willard, D.A., and L.M. Weimer. 1997. Palynological census data from surface samples in south Florida. U.S. Geological Survey Open-File Report 97-867.;
Willard, D.A., C.W. Holmes, and L.M. Weimer. 2001. The Florida Everglades ecosystem: climatic and anthropogenic impacts over the last two millennia. Bulletins of American Paleontology 361:41-55.",NA,NA,"",611
NA,"Willard, D.A., and C.W. Holmes. 1997. Pollen and geochronological data from south Florida: Taylor Creek Site 2. U.S. Geological Survey Open-File Report 97-35.;
Willard, D.A., and L.M. Weimer. 1997. Palynological census data from surface samples in south Florida. U.S. Geological Survey Open-File Report 97-867.;
Willard, D.A., C.W. Holmes, and L.M. Weimer. 2001. The Florida Everglades ecosystem: climatic and anthropogenic impacts over the last two millennia. Bulletins of American Paleontology 361:41-55.",NA,NA,"",612
NA,"Willard, D.A., and L.M. Weimer. 1997. Palynological census data from surface samples in south Florida. U.S. Geological Survey Open-File Report 97-867.;
Willard, D.A., C.W. Holmes, and L.M. Weimer. 2001. The Florida Everglades ecosystem: climatic and anthropogenic impacts over the last two millennia. Bulletins of American Paleontology 361:41-55.",NA,NA,"",613
NA,"Willard, D.A., and L.M. Weimer. 1997. Palynological census data from surface samples in south Florida. U.S. Geological Survey Open-File Report 97-867.;
Willard, D.A., C.W. Holmes, and L.M. Weimer. 2001. The Florida Everglades ecosystem: climatic and anthropogenic impacts over the last two millennia. Bulletins of American Paleontology 361:41-55.;
Willard, D.A., G.L. Brewster-Wingard, C. Fellman, and S.E. Ishman. 1997. Paleontological data from Mud Creek Core 1, southern Florida. U.S. Geological Survey Open-File Report 97-736.",NA,NA,"",614
NA,"Willard, D.A., C.E. Bernhardt, D.A. Korejwo, and S.R. Meyers. 2005. Impact of millennial-scale Holocene climate variability on eastern North American terrestrial ecosystems: pollen-based climatic reconstruction. Global and Planetary Change 47(1):17-35.",NA,NA,"",615
