updated_publication,publication,updated_DOI,DOI,ID_PUB
"Schauffler, M. 1998. Paleoecology of coastal and interior Picea (spruce) stands in Maine. Doctoral dissertation. University of Maine, Orono, Maine, USA.;
Schauffler, M., and G.L. Jacobson, Jr. 2002. Persistence of coastal spruce refugia during the Holocene in northern New England, USA, detected by stand-scale pollen stratigraphies. Journal of Ecology 90(2):235-250. [DOI: 10.1046/j.1365-2745.2001.00656.x]","Schauffler, M. 1998. Paleoecology of coastal and interior Picea (spruce) stands in Maine. Doctoral dissertation. University of Maine, Orono, Maine, USA.;
Schauffler, M., and G.L. Jacobson, Jr. 2002. Persistence of coastal spruce refugia during the Holocene in northern New England, USA, detected by stand-scale pollen stratigraphies. Journal of Ecology 90(2):235-250. [DOI: 10.1046/j.1365-2745.2001.00656.x]",10.1046/j.1365-2745.2001.00656.x,10.1046/j.1365-2745.2001.00656.x,526
"Schoonmaker, P.K., Jr. 1992. Long-term vegetation dynamics in southwestern New Hampshire. Doctoral dissertation. Harvard University, Cambridge, Massachusetts, USA.;
Schoonmaker, P.K., and D.R. Foster. 1991. Some implications of paleoecology for contemporary ecology. Botanical Review 57(3):204-245.","Schoonmaker, P.K., Jr. 1992. Long-term vegetation dynamics in southwestern New Hampshire. Doctoral dissertation. Harvard University, Cambridge, Massachusetts, USA.;
Schoonmaker, P.K., and D.R. Foster. 1991. Some implications of paleoecology for contemporary ecology. Botanical Review 57(3):204-245.",,,527
"Sea, D.S., and C. Whitlock. 1995. Postglacial vegetation and climate of the Cascade Range, central Oregon. Quaternary Research 43:370-381.","Sea, D.S., and C. Whitlock. 1995. Postglacial vegetation and climate of the Cascade Range, central Oregon. Quaternary Research 43:370-381.",,,528
"Shafer, D.S. 1989. The timing of late Quaternary monsoon precipitation maxima in the southwest United States. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA.","Shafer, D.S. 1989. The timing of late Quaternary monsoon precipitation maxima in the southwest United States. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA.",,,529
"Shafer, D.S. 1989. The timing of late Quaternary monsoon precipitation maxima in the southwest United States. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA.;
Davis, O.K., and D.S. Shafer. 1992. A Holocene climatic record for the Sonoran Desert from pollen analysis of Montezuma Well, Arizona, USA. Palaeogeography, Palaeoclimatology, Palaeoecology 92(1-2):107-119. [DOI: 10.1016/0031-0182(92)90137-T]","Shafer, D.S. 1989. The timing of late Quaternary monsoon precipitation maxima in the southwest United States. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA.;
Davis, O.K., and D.S. Shafer. 1992. A Holocene climatic record for the Sonoran Desert from pollen analysis of Montezuma Well, Arizona, USA. Palaeogeography, Palaeoclimatology, Palaeoecology 92(1-2):107-119. [DOI: 10.1016/0031-0182(92)90137-T]",10.1016/0031-0182(92)90137-T,10.1016/0031-0182(92)90137-T,530
"Shane, L.C.K. 1976. Late-glacial and postglacial palynology and chronology of Darke County, west-central Ohio. Dissertation. Kent State University, Kent, Ohio, USA.;
Shane, L.C.K. 1987. Late glacial vegetational and climatic history of the Allegheny Plateau and the Till Plains of Ohio and Indiana, U.S.A. Boreas 16:1-20.;
Shane, L.C.K., and K.H. Anderson. 1993. Intensity, gradients and reversals in late glacial environmental change in East-Central North America. Quaternary Science Reviews 12:307-320.","Shane, L.C.K. 1976. Late-glacial and postglacial palynology and chronology of Darke County, west-central Ohio. Dissertation. Kent State University, Kent, Ohio, USA.;
Shane, L.C.K. 1987. Late glacial vegetational and climatic history of the Allegheny Plateau and the Till Plains of Ohio and Indiana, U.S.A. Boreas 16:1-20.;
Shane, L.C.K., and K.H. Anderson. 1993. Intensity, gradients and reversals in late glacial environmental change in East-Central North America. Quaternary Science Reviews 12:307-320.",,,531
"Shane, L.C.K. 1989. The history of vegetation, climate, and relict plant paxa: palynology of the Gott Fen/Frame Lake Area, Portage Co., Ohio. Final Report to the Ohio Department of Natural Resources on 1988 Grant, Limnological Research Center, University of Minnesota, Minneapolis, Minnesota, USA.;
Shane, L.C.K., and K.H. Anderson. 1993. Intensity, gradients and reversals in late glacial environmental change in East-Central North America. Quaternary Science Reviews 12:307-320.","Shane, L.C.K. 1989. The history of vegetation, climate, and relict plant paxa: palynology of the Gott Fen/Frame Lake Area, Portage Co., Ohio. Final Report to the Ohio Department of Natural Resources on 1988 Grant, Limnological Research Center, University of Minnesota, Minneapolis, Minnesota, USA.;
Shane, L.C.K., and K.H. Anderson. 1993. Intensity, gradients and reversals in late glacial environmental change in East-Central North America. Quaternary Science Reviews 12:307-320.",,,532
"Shane, L.C.K. 1991. Vegetation history of western Ohio. Final Report on 1990 Grant from the Ohio Department of Natural Resources, Limnological Research Center, University of Minnesota, Minneapolis, Minnesota.;
Shane, L.C.K., and K.H. Anderson. 1993. Intensity, gradients and reversals in late glacial environmental change in East-Central North America. Quaternary Science Reviews 12:307-320.","Shane, L.C.K. 1991. Vegetation history of western Ohio. Final Report on 1990 Grant from the Ohio Department of Natural Resources, Limnological Research Center, University of Minnesota, Minneapolis, Minnesota.;
Shane, L.C.K., and K.H. Anderson. 1993. Intensity, gradients and reversals in late glacial environmental change in East-Central North America. Quaternary Science Reviews 12:307-320.",,,533
"Short, S.K., J.T. Andrews, K.M. Williams, N.J. Weiner, and S.A. Elias. 1994. Late Quaternary marine and terrestrial environments, northwestern Baffin Island, Northwest Territories. Geographie physique et Quaternaire 48(1):85-95. [DOI: 10.7202/032974ar]","Short, S.K., J.T. Andrews, K.M. Williams, N.J. Weiner, and S.A. Elias. 1994. Late Quaternary marine and terrestrial environments, northwestern Baffin Island, Northwest Territories. Geographie physique et Quaternaire 48(1):85-95. [DOI: 10.7202/032974ar]",10.7202/032974ar,10.7202/032974ar,534
"Smith, C.G., M.C. Jones, L.E. Osterman, and D.L. Passeri. 2020. Using multiple environmental proxies and hydrodynamic modeling to investigate late Holocene climate and coastal change within a large Gulf of Mexico estuarine system (Mobile Bay, Alabama, USA). Marine Geology. [DOI: 10.1016/j.margeo.2020.106218]","Smith, C.G., M.C. Jones, L.E. Osterman, and D.L. Passeri. 2020. Using multiple environmental proxies and hydrodynamic modeling to investigate late Holocene climate and coastal change within a large Gulf of Mexico estuarine system (Mobile Bay, Alabama, USA). Marine Geology. [DOI: 10.1016/j.margeo.2020.106218]",10.1016/j.margeo.2020.106218,10.1016/j.margeo.2020.106218,535
"Smith, S.J. 1989. Pollen and microscopic charcoal analysis of a sediment core from Swamp Lake, Yosemite National Park, California. Thesis. Northern Arizona University, Flagstaff, Arizona.;
Smith, S.J., and R.S. Anderson. 1992. Late Wisconsin Paleoecologic record from Swamp Lake, Yosemite National Park, California. Quaternary Research 38:91-102.","Smith, S.J. 1989. Pollen and microscopic charcoal analysis of a sediment core from Swamp Lake, Yosemite National Park, California. Thesis. Northern Arizona University, Flagstaff, Arizona.;
Smith, S.J., and R.S. Anderson. 1992. Late Wisconsin Paleoecologic record from Swamp Lake, Yosemite National Park, California. Quaternary Research 38:91-102.",,,536
"Solomon, A.M., and D.F. Kroener. 1971. Suburban replacement of rural land uses reflected in the pollen rain of northeastern New Jersey. Bulletin of the New Jersey Academy of Science 16:30-44.","Solomon, A.M., and D.F. Kroener. 1971. Suburban replacement of rural land uses reflected in the pollen rain of northeastern New Jersey. Bulletin of the New Jersey Academy of Science 16:30-44.",,,537
"Spaulding, S.A., J.R. Stone, S.A. Norton, A. Nurse, and J.E. Saros. 2019. Paleoenvironmental context for the Late Pleistocene appearance of Didymosphenia in a North American alpine lake. Aquatic Sciences 82(10):1-15.","Spaulding, S.A., J.R. Stone, S.A. Norton, A. Nurse, and J.E. Saros. 2019. Paleoenvironmental context for the Late Pleistocene appearance of Didymosphenia in a North American alpine lake. Aquatic Sciences 82(10):1-15.",,,538
"Spear, R.W. 1981. The history of high-elevation vegetation in the White Mountains of New Hampshire. Dissertation. University of Minnesota, Minneapolis, Minnesota, USA.","Spear, R.W. 1981. The history of high-elevation vegetation in the White Mountains of New Hampshire. Dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",,,539
"Spear, R.W. 1983. Paleoecological approaches to a study of treeline fluctuations in teh MacKenzie Delta Region, Northwest Territories: preliminary results. In P. Morisset and S. Payette, editors. Tree-Line Ecology. Nordicana 47:61-72.;
Spear, R.W. 1993. The palynological record of Late-Quaternary arctic tree-line in northwest Canada. Review of Palaeobotany and Palynology 79:99-111.","Spear, R.W. 1983. Paleoecological approaches to a study of treeline fluctuations in teh MacKenzie Delta Region, Northwest Territories: preliminary results. In P. Morisset and S. Payette, editors. Tree-Line Ecology. Nordicana 47:61-72.;
Spear, R.W. 1993. The palynological record of Late-Quaternary arctic tree-line in northwest Canada. Review of Palaeobotany and Palynology 79:99-111.",,,540
"Spear, R.W. 1993. The palynological record of Late-Quaternary arctic tree-line in northwest Canada. Review of Palaeobotany and Palynology 79:99-111.","Spear, R.W. 1993. The palynological record of Late-Quaternary arctic tree-line in northwest Canada. Review of Palaeobotany and Palynology 79:99-111.",,,541
"Spear, R.W., and N.G. Miller. 1976. A radiocarbon dated pollen diagram from the Allegheny Plateau of New York State. Journal of the Arnold Arboretum 57(3):369-403.","Spear, R.W., and N.G. Miller. 1976. A radiocarbon dated pollen diagram from the Allegheny Plateau of New York State. Journal of the Arnold Arboretum 57(3):369-403.",,,542
"St. Jacques, J.-M., B.F. Cumming, and J.P. Smol. 2008. A 900-year pollen-inferred temperature and effective moisture record from varved Lake Mina, west-central Minnesota, USA. Quaternary Science Reviews 27(7-8):781-796. [DOI: 10.1016/j.quascirev.2008.01.005];
St. Jacques, J.-M., B.F. Cumming, and J.P. Smol. 2008. A pre-European settlement pollen–climate calibration set for Minnesota, USA: developing tools for palaeoclimatic rconstructions. Journal of Biogeography 35(2):306-324. [DOI: 10.1111/j.1365-2699.2007.01785.x]","St. Jacques, J.-M., B.F. Cumming, and J.P. Smol. 2008. A 900-year pollen-inferred temperature and effective moisture record from varved Lake Mina, west-central Minnesota, USA. Quaternary Science Reviews 27(7-8):781-796. [DOI: 10.1016/j.quascirev.2008.01.005];
St. Jacques, J.-M., B.F. Cumming, and J.P. Smol. 2008. A pre-European settlement pollen–climate calibration set for Minnesota, USA: developing tools for palaeoclimatic rconstructions. Journal of Biogeography 35(2):306-324. [DOI: 10.1111/j.1365-2699.2007.01785.x]","10.1016/j.quascirev.2008.01.005;
10.1111/j.1365-2699.2007.01785.x","10.1016/j.quascirev.2008.01.005;
10.1111/j.1365-2699.2007.01785.x",543
"Stevens, A. 1996. The paleoecology of coastal sandplain grasslands on Martha's Vineyard, Massachusetts. Doctoral dissertation. University of Massachusetts, Amherst, Massachusetts, USA.","Stevens, A. 1996. The paleoecology of coastal sandplain grasslands on Martha's Vineyard, Massachusetts. Doctoral dissertation. University of Massachusetts, Amherst, Massachusetts, USA.",,,544
"Steventon, R.L., and J.E. Kutzbach. 1983. University of Wisconsin radiocarbon dates XX. Radiocarbon 25(1):152-168. [DOI: 10.1017/S0033822200005348];
Björck, S. 1985. Deglaciation chronology and revegetation in northwestern Ontario. Canadian Journal of Earth Sciences 22:850-871.","Steventon, R.L., and J.E. Kutzbach. 1983. University of Wisconsin radiocarbon dates XX. Radiocarbon 25(1):152-168. [DOI: 10.1017/S0033822200005348];
Björck, S. 1985. Deglaciation chronology and revegetation in northwestern Ontario. Canadian Journal of Earth Sciences 22:850-871.",10.1017/S0033822200005348,10.1017/S0033822200005348,545
"Steventon, R.L., and J.E. Kutzbach. 1983. University of Wisconsin radiocarbon dates XX. Radiocarbon 25(1):152-168. [DOI: 10.1017/S0033822200005348];
Cridlebaugh, P.A. 1984. American Indian and Euro-American impact upon Holocene vegetation in the Lower Little Tennessee River Valley, East Tennessee. Dissertation. University of Tennessee, Knoxville, Tennessee, USA.;
Delcourt, P.A., H.R. Delcourt, P.A. Cridlebaugh, and J. Chapman. 1986. Holocene ethnobotanical and paleoecological record of human impact on vegetation in the Little Tennessee River Valley, Tennessee. Quaternary Research 25:330-349.","Steventon, R.L., and J.E. Kutzbach. 1983. University of Wisconsin radiocarbon dates XX. Radiocarbon 25(1):152-168. [DOI: 10.1017/S0033822200005348];
Cridlebaugh, P.A. 1984. American Indian and Euro-American impact upon Holocene vegetation in the Lower Little Tennessee River Valley, East Tennessee. Dissertation. University of Tennessee, Knoxville, Tennessee, USA.;
Delcourt, P.A., H.R. Delcourt, P.A. Cridlebaugh, and J. Chapman. 1986. Holocene ethnobotanical and paleoecological record of human impact on vegetation in the Little Tennessee River Valley, Tennessee. Quaternary Research 25:330-349.",10.1017/S0033822200005348,10.1017/S0033822200005348,546
"Steventon, R.L., and J.E. Kutzbach. 1987. University of Wisconsin radiocarbon dates XXIV. Radiocarbon 29:397-415. [DOI: 10.1017/S0033822200043794];
Steventon, R.L., and J.E. Kutzbach. 1988. University of Wisconsin radiocarbon dates XXV. Radiocarbon 30:367-383.;
Whitlock, C. 1993. Postglacial vegetation and climate of Grand Teton and southern Yellowstone National Parks. Ecological Monographs 63:173-198.;
Whitlock, C., and P.J. Bartlein. 1993. Spatial variations of Holocene climatic change in the Yellowstone region. Quaternary Research 39:231-238.","Steventon, R.L., and J.E. Kutzbach. 1987. University of Wisconsin radiocarbon dates XXIV. Radiocarbon 29:397-415. [DOI: 10.1017/S0033822200043794];
Steventon, R.L., and J.E. Kutzbach. 1988. University of Wisconsin radiocarbon dates XXV. Radiocarbon 30:367-383.;
Whitlock, C. 1993. Postglacial vegetation and climate of Grand Teton and southern Yellowstone National Parks. Ecological Monographs 63:173-198.;
Whitlock, C., and P.J. Bartlein. 1993. Spatial variations of Holocene climatic change in the Yellowstone region. Quaternary Research 39:231-238.",10.1017/S0033822200043794,10.1017/S0033822200043794,547
"Steventon, R.L., and J.E. Kutzbach. 1988. University of Wisconsin radiocarbon dates XXV. Radiocarbon 30:367-383.;
Whitlock, C. 1993. Postglacial vegetation and climate of Grand Teton and southern Yellowstone National Parks. Ecological Monographs 63:173-198.;
Whitlock, C., and P.J. Bartlein. 1993. Spatial variations of Holocene climatic change in the Yellowstone region. Quaternary Research 39:231-238.","Steventon, R.L., and J.E. Kutzbach. 1988. University of Wisconsin radiocarbon dates XXV. Radiocarbon 30:367-383.;
Whitlock, C. 1993. Postglacial vegetation and climate of Grand Teton and southern Yellowstone National Parks. Ecological Monographs 63:173-198.;
Whitlock, C., and P.J. Bartlein. 1993. Spatial variations of Holocene climatic change in the Yellowstone region. Quaternary Research 39:231-238.",,,548
