"site.id","site.name","dataset.id","citation"
27661,"Diepenveen exercitieveld 27G/118 (W.268)",49881,"Busschers, F.S., C. Kasse, R.T. van Balen, J. Vandenberghe, K.M. Cohen, H.J.T. Weerts, J. Wallinga, C. Johns, P. Cleveringa, and F.P.M. Bunnik. 2007. Late Pleistocene evolution of the Rhine-Meuse system in the southern North Sea basin: imprints of climate change, sea-level oscillation and glacio-isostacy. Quaternary Science Reviews:3216-3248."
27662,"Amsterdam terminal 821",49883,"Peeters, J., F.S. Busschers, E. Stouthamer, J.H.A. Bosch, M.W. Van den Berg, J. Wallinga, A.J. Versendaal, F.P.M. Bunnik, and H. Middelkoop. 2016. Sedimentary architecture and chronostratigraphy of a late Quaternary incised-valley fill: a case study of the late Middle and Late Pleistocene Rhine system in the Netherlands. Quaternary Science Reviews:211-236."
27662,"Amsterdam terminal 821",49883,"van Leeuwen, R.J.W., D.J. Beets, J.H.A. Bosch, A.W. Burger, P. Cleveringa, D. van Harten, W.G.F. Herngreen, R.W. Kruk, C.G. Langereis, T. Meijer, R. Pouwer, and H. de Wolf. 2000. Stratigraphy and integrated facies analysis of the Saalian and Eemian sediments in the Amsterdam-Terminal borehole, the Netherlands. Journal of Geosciences 79((2/3))."
27663,"Willemsluizen",49885,"Bunnik, F.P.M., and H. Cremer. 2010. Pollen- en diatomeeënanalyses van de boring Amsterdam Willemsluizen (B25E0907). TNO-034-UT-2010-02015-A, TNO Bouw en Ondergrond, Utrecht, The Netherlands."
27663,"Willemsluizen",49885,"Peeters, J. 2018. The Last Interglacial Rhine estuary: Sedimentary architecture, chronostratigraphy, preservation and analogue potential. Doctoral dissertation. University Utrecht, Utrecht, The Netherlands."
27663,"Willemsluizen",49885,"Peeters, J., F.S. Busschers, E. Stouthamer, J.H.A. Bosch, M.W. Van den Berg, J. Wallinga, A.J. Versendaal, F.P.M. Bunnik, and H. Middelkoop. 2016. Sedimentary architecture and chronostratigraphy of a late Quaternary incised-valley fill: a case study of the late Middle and Late Pleistocene Rhine system in the Netherlands. Quaternary Science Reviews:211-236."
27664,"Bantega",49887,"Bunnik, F.P.M. 2011. Pollenanalyses van de Formatie van Boxtel uit de boring Bantega (B16A1292). TNO060-UT-2011-00698/B, TNO Earth, Environmental and Life Sciences, Utrecht, The Netherlands."
27664,"Bantega",49887,"Peeters, J. 2018. The Last Interglacial Rhine estuary: Sedimentary architecture, chronostratigraphy, preservation and analogue potential. Doctoral dissertation. University Utrecht, Utrecht, The Netherlands."
27664,"Bantega",49887,"Peeters, J., F.S. Busschers, E. Stouthamer, J.H.A. Bosch, M.W. Van den Berg, J. Wallinga, A.J. Versendaal, F.P.M. Bunnik, and H. Middelkoop. 2016. Sedimentary architecture and chronostratigraphy of a late Quaternary incised-valley fill: a case study of the late Middle and Late Pleistocene Rhine system in the Netherlands. Quaternary Science Reviews:211-236."
27665,"Rutten polser 1675",49888,"Peeters, J. 2018. The Last Interglacial Rhine estuary: Sedimentary architecture, chronostratigraphy, preservation and analogue potential. Doctoral dissertation. University Utrecht, Utrecht, The Netherlands."
27665,"Rutten polser 1675",49888,"Peeters, J., F.S. Busschers, E. Stouthamer, J.H.A. Bosch, M.W. Van den Berg, J. Wallinga, A.J. Versendaal, F.P.M. Bunnik, and H. Middelkoop. 2016. Sedimentary architecture and chronostratigraphy of a late Quaternary incised-valley fill: a case study of the late Middle and Late Pleistocene Rhine system in the Netherlands. Quaternary Science Reviews:211-236."
27666,"Maalbeek",49889,"Westerhoff, W.E., T.H. Donders, N. Trabucho Alexandre, and F.S. Busschers. 2020. Early Pleistocene Tiglian sites in the Netherlands: A revised view on the significance for quaternary stratigraphy. Quaternary Science Reviews 242(106417)."
27666,"Maalbeek",50070,"Westerhoff, W.E., T.H. Donders, N. Trabucho Alexandre, and F.S. Busschers. 2020. Early Pleistocene Tiglian sites in the Netherlands: A revised view on the significance for quaternary stratigraphy. Quaternary Science Reviews 242(106417)."
27667,"Maalbeker hohe",49890,"Westerhoff, W.E., T.H. Donders, N. Trabucho Alexandre, and F.S. Busschers. 2020. Early Pleistocene Tiglian sites in the Netherlands: A revised view on the significance for quaternary stratigraphy. Quaternary Science Reviews 242(106417)."
27670,"Russel-Tiglia-Egypte pit",49899,"Westerhoff, W.E., T.H. Donders, N. Trabucho Alexandre, and F.S. Busschers. 2020. Early Pleistocene Tiglian sites in the Netherlands: A revised view on the significance for quaternary stratigraphy. Quaternary Science Reviews 242(106417)."
27670,"Russel-Tiglia-Egypte pit",49899,"Zagwijn, W.H. 1963. Pollen-analytic investigations in the Tiglian of the Netherlands. Mededelingen Geologische Stichting 16:49-72.."
27671,"Jezioro Woniesc",49906,"Dörfler, W. 2011. Palaeoecological Reconstruction of the Bronze Age Landscape around Lake Woniesc, Great Poland. Pages 67-78 in I. Hildebrandt-Radke, J. Czebreszuk, W. Dörfler, and J. Müller, editors. Anthropogenic Pressure in the Neolithic and Bronze Age in the Central-European Lowlands. Habelt, Bonn."
27672,"Gemert",49907,"Donders, T.H., M.L. Kloosterboer-van Hoeve, W. Westerhoff, R.M. Verreussel, and A.F. Lotter. 2007. Late Neogene continental stages in NW Europe revisited. Earth-Science Reviews 85(3-4):161-186."
27673,"Linne",49908,"De Jong, J. 1982. Pollenanalytisch onderzoek van de boringen Linne 58D/313, Schinveld 60D/1025 en Nederweert 58A/89, alsmede herinterpretatie van de boring Koniningsbosch 60B/27. Cenozoic Palaeobotany Report vol.919, Geological Survey of The Netherlands (RGD), Haarlem."
27673,"Linne",49908,"Donders, T.H., M.L. Kloosterboer-van Hoeve, W. Westerhoff, R.M. Verreussel, and A.F. Lotter. 2007. Late Neogene continental stages in NW Europe revisited. Earth-Science Reviews 85(3-4):161-186."
27675,"Parížske močiare",49911,"Jamrichová, E., A. Potůčková, M. Horsák, M. Hajnalová, P. Barta, P. Tóth, and P. Kuneš. 2014. Early occurrence of temperate  oak-dominated forest in the  northern part of the Little  Hungarian Plain, SW Slovakia. The Holocene 24(12):1810-1824. [DOI: 10.1177/0959683614551225]"
27678,"Susteren",49915,"Donders, T.H., M.L. Kloosterboer-van Hoeve, W. Westerhoff, R.M. Verreussel, and A.F. Lotter. 2007. Late Neogene continental stages in NW Europe revisited. Earth-Science Reviews 85(3-4):161-186."
27679,"Koningsbosch",49916,"De Jong, J. 1982. Pollenanalytisch onderzoek van de boringen Linne 58D/313, Schinveld 60D/1025 en Nederweert 58A/89, alsmede herinterpretatie van de boring Koniningsbosch 60B/27. Cenozoic Palaeobotany Report vol.919, Geological Survey of The Netherlands (RGD), Haarlem."
27679,"Koningsbosch",49916,"Donders, T.H., M.L. Kloosterboer-van Hoeve, W. Westerhoff, R.M. Verreussel, and A.F. Lotter. 2007. Late Neogene continental stages in NW Europe revisited. Earth-Science Reviews 85(3-4):161-186."
27680,"Posterholt 105",50140,"Donders, T.H., M.L. Kloosterboer-van Hoeve, W. Westerhoff, R.M. Verreussel, and A.F. Lotter. 2007. Late Neogene continental stages in NW Europe revisited. Earth-Science Reviews 85(3-4):161-186."
27681,"Posterholt 123",49918,"Donders, T.H., M.L. Kloosterboer-van Hoeve, W. Westerhoff, R.M. Verreussel, and A.F. Lotter. 2007. Late Neogene continental stages in NW Europe revisited. Earth-Science Reviews 85(3-4):161-186."
27686,"Pepinusbrug",49941,"Donders, T.H., M.L. Kloosterboer-van Hoeve, W. Westerhoff, R.M. Verreussel, and A.F. Lotter. 2007. Late Neogene continental stages in NW Europe revisited. Earth-Science Reviews 85(3-4):161-186."
27687,"Mindergangelt",49942,"Donders, T.H., M.L. Kloosterboer-van Hoeve, W. Westerhoff, R.M. Verreussel, and A.F. Lotter. 2007. Late Neogene continental stages in NW Europe revisited. Earth-Science Reviews 85(3-4):161-186."
27688,"Schinveld",49943,"Donders, T.H., M.L. Kloosterboer-van Hoeve, W. Westerhoff, R.M. Verreussel, and A.F. Lotter. 2007. Late Neogene continental stages in NW Europe revisited. Earth-Science Reviews 85(3-4):161-186."
27689,"Born",49944,"Zagwijn, W.H. 1967. Ecological Interpretation of a pollen diagram from Neogene beds in the Netherlands. Review of Palaeobotany & Palynology 2:173-181."
27690,"Bouwberg SM42",49945,"Donders, T.H., M.L. Kloosterboer-van Hoeve, W. Westerhoff, R.M. Verreussel, and A.F. Lotter. 2007. Late Neogene continental stages in NW Europe revisited. Earth-Science Reviews 85(3-4):161-186."
27690,"Bouwberg SM42",49945,"Zagwijn, W.H. 1960. Aspects of the Pliocene and early Pleistocene vegetation in the Netherlands. Mededelingen van de Geologische stichting serie C III(1-5):1-7."
27691,"Ijsselmeer 15G/212",49947,"Peeters, J., F.S. Busschers, E. Stouthamer, J.H.A. Bosch, M.W. Van den Berg, J. Wallinga, A.J. Versendaal, F.P.M. Bunnik, and H. Middelkoop. 2016. Sedimentary architecture and chronostratigraphy of a late Quaternary incised-valley fill: a case study of the late Middle and Late Pleistocene Rhine system in the Netherlands. Quaternary Science Reviews:211-236."
27692,"Ijsselmeer 15G/213",49949,"Peeters, J., F.S. Busschers, E. Stouthamer, J.H.A. Bosch, M.W. Van den Berg, J. Wallinga, A.J. Versendaal, F.P.M. Bunnik, and H. Middelkoop. 2016. Sedimentary architecture and chronostratigraphy of a late Quaternary incised-valley fill: a case study of the late Middle and Late Pleistocene Rhine system in the Netherlands. Quaternary Science Reviews:211-236."
27693,"Donja Sipulja",49951,"Kulkarni, C., D.M. Peteet, R. Boger, and L.E. Heusser. 2016. Exploring the role of humans and climate over the Balkan landscape: 500 years of vegetational history of Serbia. Quaternary Science Reviews 144:83-94. https://doi.org/10.1016/j.quascirev.2016.05.021. [DOI: 10.1016/j.quascirev.2016.05.021]"
27694,"Dastín",49953,"Jamrichová, E., A. Gálová, A. Gašpar, M. Horsák, J. Frodlová, M. Hájek, M. Hajnalová, and P. Hájková. 2018. Holocene development of two calcareous spring fens at the Carpathian-Pannonian interface controlled by climate and human impact. Folia Geobotanica 53:243-263. [DOI: 10.1007/s12224-018-9324-5]"
27695,"Ijsselmeer 15G/214",49955,"Peeters, J., F.S. Busschers, E. Stouthamer, J.H.A. Bosch, M.W. Van den Berg, J. Wallinga, A.J. Versendaal, F.P.M. Bunnik, and H. Middelkoop. 2016. Sedimentary architecture and chronostratigraphy of a late Quaternary incised-valley fill: a case study of the late Middle and Late Pleistocene Rhine system in the Netherlands. Quaternary Science Reviews:211-236."
27696,"Dongen",49956,"Zagwijn, W.H., and C.J. Staalduinen. 1975. Chronostratigrafie en biostratigrafie. In: Toelichting bij geologische overzichtskaarten van Nederland. Rijks Geologische Dienst. Notes: 134 pp."
27700,"Haarlem Spaarnwouderstraat",50051,"de Jong, J. 1984. Geological investigations in the centre of haarlem (The Netherlands) and the development of the river Spaarne. Geologie en Mijnbouw 63:287-298."
27701,"Haarlem Brinkmann",50052,"de Jong, J. 1980. Geologisch onderzoek in een bouwput aan de noordzijde van de Grote Markt te Haarlem. Haarlems Bodemonderzoek 12:3-16. https://www.archeologischmuseumhaarlem.nl/wp-content/uploads/2020/04/12.HBO_.pdf."
27703,"Haarlem Kruisstraat",50055,"de Jong, J. 1984. Pollenanalytisch onderzoek aan materiaal afkomstig uit een rioolsleuf in de Kruisstraat te Haarlem. Haarlems Bodemonderzoek 18:10-13. https://www.archeologischmuseumhaarlem.nl/wp-content/uploads/2020/04/18.HBO_.pdf."
27704,"Nederweert",50058,"Donders, T.H., M.L. Kloosterboer-van Hoeve, W. Westerhoff, R.M. Verreussel, and A.F. Lotter. 2007. Late Neogene continental stages in NW Europe revisited. Earth-Science Reviews 85(3-4):161-186."
27705,"Bavel I",50059,"Zagwijn, W.H., and J. de Jong. 1983-1984. Die Interglaziale von Bavel und Leerdam und Ihre stratitigraphische Stellung im Niederlandische Fruh-Pleistozan. Mededelingen Rijks Geologische Dienst 37(3):155-169."
27706,"Anton van Eyck",50061,"Zagwijn, W.H. 1960. Aspects of the Pliocene and early Pleistocene vegetation in the Netherlands. Mededelingen van de Geologische stichting serie C III(1-5):1-7."
27709,"Herten",50067,"Zagwijn, W.H. 1960. Aspects of the Pliocene and early Pleistocene vegetation in the Netherlands. Mededelingen van de Geologische stichting serie C III(1-5):1-7."
27710,"Herkenbosch",50068,"Zagwijn, W.H. 1960. Aspects of the Pliocene and early Pleistocene vegetation in the Netherlands. Mededelingen van de Geologische stichting serie C III(1-5):1-7."
27711,"Eindhoven I",50069,"Zagwijn, W.H. 1963. Pollen-analytic investigations in the Tiglian of the Netherlands. Mededelingen Geologische Stichting 16:49-72.."
27712,"Haarlem Kabelsleuf",50072,"de Jong, J. 1991. Kabelsleuf in Haarlem-Noord. Haarlems Bodemonderzoek 25:13-32. https://www.archeologischmuseumhaarlem.nl/wp-content/uploads/2020/04/25.HBO_.pdf."
27712,"Haarlem Kabelsleuf",52019,"de Jong, J. 1991. Kabelsleuf in Haarlem-Noord. Haarlems Bodemonderzoek 25:13-32. https://www.archeologischmuseumhaarlem.nl/wp-content/uploads/2020/04/25.HBO_.pdf."
27713,"Bantega meester wijmaweg",50073,"Zagwijn, W.H. 1973. Pollenanalytic studies of Holsteinian and Saalian beds in the northern Netherlands. Mededelingen Rijks Geologische Dienst, Nieuwe serie 24:139-156."
27713,"Bantega meester wijmaweg",50114,"Zagwijn, W.H. 1973. Pollenanalytic studies of Holsteinian and Saalian beds in the northern Netherlands. Mededelingen Rijks Geologische Dienst, Nieuwe serie 24:139-156."
27714,"Ruigekluft",50139,"Zagwijn, W.H. 1974. Vegetation, climate and radiocarbon datings in the late Pleistocene of The Netherlands- part II: Middle Weichselian. Mededelingen Rijks Geologische Dienst, Nieuwe Serie 25(3):101-110."
27714,"Ruigekluft",50218,"Vogel, J.C., and W.H. Zagwijn. 1967. Groningen radiocarbon dates VI. Radiocarbon 9:63-106."
27714,"Ruigekluft",50218,"Zagwijn, W.H. 1974. Vegetation, climate and radiocarbon datings in the late Pleistocene of The Netherlands- part II: Middle Weichselian. Mededelingen Rijks Geologische Dienst, Nieuwe Serie 25(3):101-110."
27715,"Hengelo Groeve Rientjes",50076,"van Huissteden, J. 1990. Tundra rivers of the Last Glacial: sedimentation and geomorphologicalprocesses duringthe Middle Pleniglacial in Twente, Eastern Netherlands. Doctoral dissertation. Vrije Universiteit, Amsterdam, The Netherlands."
27715,"Hengelo Groeve Rientjes",50076,"van Kolfschoten, T., and J. de Jong. 1991. Lemmingen uit de groeve Rientjes bij Hengelo. Cranium 8(2):35-46."
27746,"Logtsche Heide",50126,"Zagwijn, W.H., and J. de Jong. 1983-1984. Die Interglaziale von Bavel und Leerdam und Ihre stratitigraphische Stellung im Niederlandische Fruh-Pleistozan. Mededelingen Rijks Geologische Dienst 37(3):155-169."
27747,"Amsterdamse Waterleidingduinen Droge Kom",50128,"Jelgersma, S., J. de Jong, W.H. Zagwijn, and J.F. van Regteren Altena. 1970. The coastal dunes of the western Netherlands; geology, vegetational history and archeology. Mededelingen Rijks Geologische Dienst 21:93-167."
27747,"Amsterdamse Waterleidingduinen Droge Kom",50128,"van der Maarel, E., and W.H. Zagwijn. 1971. Meetings of the royal botanical society of the Netherlands, Historic and dynamic aspects of coastal dune vegetations in the Netherlands. Acta botanica neerlandica 20(1):173-174."
27747,"Amsterdamse Waterleidingduinen Droge Kom",50128,"Zagwijn, W.H. 1983. Applications of radiocarbon dating in geology. Zagwijn, W. H. (1983). Applications of radiocarbon dating in geology. In Proceedings of the First International Symposium 14 C and Archaeology, Groningen 8:71-90."
27748,"Haarlem Antoniestraat",50129,"de Jong, J. 1984. Geological investigations in the centre of haarlem (The Netherlands) and the development of the river Spaarne. Geologie en Mijnbouw 63:287-298."
27749,"Son",50130,"Zagwijn, W.H., and J. de Jong. 1983-1984. Die Interglaziale von Bavel und Leerdam und Ihre stratitigraphische Stellung im Niederlandische Fruh-Pleistozan. Mededelingen Rijks Geologische Dienst 37(3):155-169."
27750,"Hei- en Boeicop",50131,"de Jong, J. 1970. Pollen and C14 analysis of Holocene deposits in Zijderveld and environs. Berichten van de Rijksdienst voor het Oudheidkundig Bodemonderzoek:74-88."
27751,"Hee Terschelling",50132,"de Jong, J. 1984. Age and vegetational history of the coastal dunes in the Friesian Islands, The Netherlands. Geologie en Mijnbouw 63:269-275."
27752,"Veldhoven",50133,"Zagwijn, W.H., and J. de Jong. 1983-1984. Die Interglaziale von Bavel und Leerdam und Ihre stratitigraphische Stellung im Niederlandische Fruh-Pleistozan. Mededelingen Rijks Geologische Dienst 37(3):155-169."
27753,"Susterseel Zelfkant",50134,"Zagwijn, W.H., and J. de Jong. 1983-1984. Die Interglaziale von Bavel und Leerdam und Ihre stratitigraphische Stellung im Niederlandische Fruh-Pleistozan. Mededelingen Rijks Geologische Dienst 37(3):155-169."
27754,"Leerdam (de Waterloop)",50141,"Zagwijn, W.H., and J. de Jong. 1983-1984. Die Interglaziale von Bavel und Leerdam und Ihre stratitigraphische Stellung im Niederlandische Fruh-Pleistozan. Mededelingen Rijks Geologische Dienst 37(3):155-169."
